Coord	DTB.003.BL	DTB.005.BL	DTB.008.BL	DTB.009.BL	DTB.011.BL	DTB.018.BL	DTB.019.PRO	DTB.020.BL	DTB.021.BL	DTB.022.BL	DTB.023.BL	DTB.024.PRO	DTB.034.BL	DTB.035.BL	DTB.036.BL	DTB.037.BL	DTB.040.BL	DTB.042.BL	DTB.053.BL	DTB.055.PRO	DTB.059.BL	DTB.060.BL	DTB.061.BL	DTB.063.BL	DTB.064.BL	DTB.067.PRO	DTB.069.BL	DTB.071.BL	DTB.074.BL	DTB.077.PRO	DTB.080.BL	DTB.083.BL	DTB.085.BL	DTB.089.BL	DTB.090.PRO	DTB.091.BL	DTB.092.BL	DTB.094.BL	DTB.097.PRO	DTB.098.PRO2	DTB.100.BL	DTB.101.BL	DTB.102.PRO	DTB.104.BL	DTB.111.PRO	DTB.112.BL	DTB.119.PRO	DTB.121.BL	DTB.124.BL	DTB.126.BL	DTB.127.PRO	DTB.128.BL	DTB.129.BL	DTB.132.BL	DTB.135.PRO	DTB.137.PRO	DTB.138.BL	DTB.140.BL	DTB.141.BL	DTB.143.BL	DTB.146.BL	DTB.149.BL	DTB.151.BL	DTB.156.BL	DTB.159.BL	DTB.165.PRO	DTB.167.PRO	DTB.170.BL	DTB.172.BL	DTB.173.BL	DTB.175.BL	DTB.176.BL	DTB.183.BL	DTB.186.BL	DTB.187.BL	DTB.188.BL	DTB.190.BL	DTB.194.PRO	DTB.201.PRO	DTB.202.BL	DTB.204.BL	DTB.205.BL	DTB.206.BL	DTB.210.BL	DTB.213.BL	DTB.214.BL	DTB.216.PRO	DTB.220.BL	DTB.222.BL	DTB.223.BL	DTB.232.PRO	DTB.234.BL	DTB.251.BL	DTB.252.BL	DTB.255.BL	DTB.258.BL	DTB.260.BL	DTB.261.BL	DTB.265.PRO	DTB.266.BL
chr10.22522929.22522980	95.6268221574344	97.1428571428571	95.1898734177215	93.6567164179104	97.0479704797048	94.7368421052632	92.7113702623907	98.4848484848485	88.7931034482759	95.6112852664577	83.1223628691983	95	23.9495798319328	95.1724137931034	96.2686567164179	95.397489539749	99.2	98.443579766537	88.8392857142857	94.9640287769784	96.5397923875433	75.625	93.0091185410334	70.4280155642023	94.1558441558442	99.7630331753554	78.3050847457627	95.1310861423221	95.6140350877193	77.4590163934426	58.1395348837209	94.2675159235669	92.8571428571429	96.6666666666667	87.3508353221957	73.7541528239203	88.7550200803213	87.2235872235872	99.3650793650794	73.3668341708543	72.3282442748092	69.6022727272727	91.7910447761194	92.1348314606742	68.9922480620155	68.7898089171974	88.5714285714286	90.6810035842294	97.5728155339806	88.8135593220339	80.3389830508475	84.0255591054313	88.1578947368421	73.4328358208955	97.8823529411765	89.2523364485981	96.4401294498382	91.4089347079038	82.2916666666667	73.0769230769231	79.7909407665505	72.1973094170404	91.6955017301038	98.2532751091703	98.5074626865672	73.8938053097345	96.797153024911	83.3333333333333	96.9811320754717	90.7120743034056	93.3993399339934	94.375	83.3976833976834	93.7694704049844	66.2756598240469	94.6308724832215	62.6297577854671	96.8421052631579	93.7728937728938	87.0535714285714	96.5299684542587	30.1418439716312	90.9547738693467	94.4827586206897	82.6271186440678	87.9598662207358	84.9315068493151	90.8745247148289	97.1291866028708	93.2754880694143	92.9411764705882	95.6521739130435	95	96.1722488038278	97.0833333333333	96.4497041420118	97.8461538461538	51.3846153846154	60.9164420485175	95.703125
chr10.32078937.32079094	60.377358490566	59	69.7916666666667	65	64.4230769230769	54.0540540540541	64.3835616438356	72.5663716814159	59.4594594594595	62.5	72.5806451612903	61.7021276595745	68.2539682539683	64.4444444444444	65.7894736842105	59.7938144329897	69.3877551020408	75.9036144578313	81.1320754716981	92.638036809816	59.4202898550725	78.3783783783784	63.75	58.5858585858586	64.2857142857143	72.992700729927	80.8510638297872	71.0526315789474	93.1297709923664	63.6363636363636	69.0476190476191	63.4146341463415	67.0588235294118	59.1304347826087	72	71.9512195121951	68.6567164179104	59.7222222222222	59.1397849462366	65.3061224489796	77.2727272727273	61.6279069767442	57.1428571428571	57.7464788732394	65	56.9444444444444	66.6666666666667	68.8888888888889	90.4761904761905	68.1818181818182	55.0724637681159	39.6039603960396	51.7241379310345	45.5223880597015	72.0496894409938	68.0555555555556	54.1666666666667	51.4018691588785	60.8695652173913	48.0519480519481	52.5862068965517	39.5348837209302	51.4285714285714	93.4306569343066	63.5036496350365	64.4230769230769	52.0408163265306	56.5656565656566	52.3809523809524	55.8333333333333	51.6129032258064	60.7142857142857	47.7272727272727	75.78125	64.5669291338583	94.1176470588235	41.1111111111111	79.3814432989691	49.4623655913978	45.9770114942529	84.2592592592593	75.2136752136752	39.4366197183099	54.5454545454545	56.7307692307692	55.1020408163265	66.4	63.2352941176471	49.438202247191	55.8139534883721	71.0280373831776	52.6315789473684	68.1034482758621	46.551724137931	46.3917525773196	78.4810126582279	57.8947368421053	60.7843137254902	51.6666666666667	51.6129032258064
chr10.92056132.92056262	62.1951219512195	49.0384615384615	91.4893617021277	94.1176470588235	44.3396226415094	80.2083333333333	71.4285714285714	75	73.469387755102	94.1605839416058	82.7586206896552	67.6470588235294	64.1509433962264	57.7777777777778	38.961038961039	88.4615384615385	61.9047619047619	68.4931506849315	60	19.3333333333333	69.8795180722892	78.2312925170068	83.1578947368421	81.1111111111111	59.4405594405594	19.5804195804196	41.4473684210526	74.7747747747748	82.2033898305085	59.2592592592593	77.7777777777778	77.3722627737226	72.8155339805825	83.2258064516129	55.8282208588957	64.0350877192982	60.4651162790698	85.7142857142857	85.7142857142857	37.0165745856354	74.6268656716418	51.5151515151515	75.8333333333333	70	81.8181818181818	69.6551724137931	93.7007874015748	50	46.7213114754098	65.5555555555556	55.2083333333333	47.4137931034483	77.7777777777778	61.0294117647059	53.1914893617021	85.0931677018634	83.3333333333333	74.2331288343558	68.4210526315789	56.8965517241379	73.758865248227	66.6666666666667	92.7152317880795	77.7027027027027	42.4528301886792	65.4320987654321	46.8085106382979	53.9473684210526	68.7022900763359	79.0243902439024	74.3801652892562	86.8217054263566	85.8585858585859	90.9090909090909	64	81.8181818181818	81.1320754716981	79.8319327731092	82.3529411764706	78.2608695652174	55.3030303030303	64.5161290322581	88.3435582822086	35.7142857142857	45.2229299363057	76.0233918128655	86.046511627907	70.5128205128205	59.0243902439024	44.3298969072165	82	79.8387096774194	72.9166666666667	44.2748091603053	78.9473684210526	75.2941176470588	73.5042735042735	58.0357142857143	74.21875	57.0552147239264
chr11.28816158.28816343	34.2857142857143	52.1739130434783	11.4285714285714	15.4838709677419	78.3625730994152	57.5539568345324	20.3007518796992	91.6666666666667	38.6666666666667	53.8461538461538	73.2620320855615	78.1818181818182	1.40845070422535	21.8934911242604	68.361581920904	42.0382165605096	81.3725490196078	63.1205673758865	85.3658536585366	36.1386138613861	59.375	26.5734265734266	18.8118811881188	13.4751773049645	34.8314606741573	89.8305084745763	0	47.5	67.8362573099415	14.0243902439024	31.9727891156463	38.7755102040816	25.3623188405797	58.4905660377358	57.3033707865169	13.9705882352941	74.1496598639456	49.1428571428571	81.6216216216216	64.3617021276596	9.94152046783626	22.8813559322034	61.5384615384615	48.1751824817518	15	42.4460431654676	48.3221476510067	43.030303030303	73.8636363636364	22.6950354609929	3.1390134529148	9.74025974025974	11.046511627907	8.93854748603352	84.0490797546012	50.3105590062112	6.95187165775401	38.6363636363636	33.1460674157303	45.0617283950617	24.8322147651007	21.4285714285714	35.6060606060606	22.1556886227545	78.8461538461538	14.7959183673469	27.6729559748428	26.875	66.8918918918919	21.875	8.92857142857143	21.5277777777778	1.94805194805195	35.4838709677419	64.5833333333333	43.5185185185185	23.5	65.7142857142857	19.1709844559585	37.5	74.5454545454545	28.2608695652174	19.205298013245	37.8238341968912	7.14285714285714	7.27272727272727	30.6666666666667	7.43099787685775	60	12.8834355828221	20.6451612903226	44.5161290322581	32.6086956521739	24.8322147651007	15.1079136690647	22.7941176470588	64.3243243243243	9.80392156862745	20.6611570247934	15.8823529411765
chr12.18476019.18476141	36.7713004484305	57.396449704142	15.9420289855072	26.6666666666667	78.4848484848485	58.9506172839506	18.5454545454545	24.8466257668712	51.1811023622047	73.1147540983606	72.0754716981132	86.7219917012448	3.51758793969849	83.3935018050542	27.4774774774775	75.8620689655172	95.8904109589041	77.3076923076923	87.8151260504202	88.7459807073955	92.8825622775801	25.7627118644068	90.2777777777778	19.2156862745098	51.3392857142857	79.2	39.4557823129252	88.0733944954128	80.4444444444444	82.2222222222222	26.7857142857143	46.5587044534413	28.8135593220339	27.2206303724928	86.8512110726644	16.4133738601824	37.0967741935484	49.0421455938697	49.6598639455782	80.9322033898305	66.1392405063291	13.8157894736842	57.7287066246057	18.3206106870229	69.1699604743083	31.858407079646	32.6086956521739	81.2734082397004	75.1207729468599	25.4545454545455	44.8717948717949	13.265306122449	23.7113402061856	21.8978102189781	90.5844155844156	65.819209039548	18.2389937106918	24.8520710059172	31.5412186379928	48.6187845303867	61.9047619047619	38.7900355871886	77.5800711743772	43.6974789915966	77.4193548387097	19.1176470588235	27.2340425531915	32.3699421965318	75.8208955223881	78.7456445993031	86.5525672371638	43.6734693877551	17.5438596491228	37.218045112782	66.7692307692308	85.7142857142857	37.5	75.4512635379061	51.2367491166078	41.4772727272727	79.8107255520505	8.65051903114187	53.0120481927711	56.8421052631579	58.1497797356828	72.9452054794521	43.0894308943089	47.50656167979	70.2205882352941	12.7167630057803	51.9402985074627	89.4736842105263	40.3076923076923	41.726618705036	64	15.5963302752294	71.3754646840149	14.367816091954	80.1980198019802	56.1475409836066
chr12.25835780.25835995	85.2173913043478	69.0140845070423	82.7225130890052	96.0227272727273	86.6666666666667	75.5905511811024	94.7674418604651	62.962962962963	89.0756302521008	86.1111111111111	79.6747967479675	66.2921348314607	70.873786407767	81.25	63.681592039801	91.6666666666667	70.4918032786885	79.0243902439024	97.1153846153846	98.1481481481482	78.1021897810219	69.0476190476191	70.5882352941177	76.6355140186916	82.3529411764706	77.4193548387097	74.7311827956989	75.4385964912281	96.9879518072289	85.0267379679144	82.4324324324324	67.3913043478261	82.6388888888889	78.1609195402299	74.1758241758242	72.8813559322034	54.2056074766355	78.6259541984733	69.4444444444444	67.2413793103448	74.1496598639456	66.6666666666667	84.2105263157895	63.7254901960784	71.6814159292035	86.2595419847328	68.5185185185185	80.4054054054054	81.8181818181818	75.4716981132076	74	63.2183908045977	87.2448979591837	86.046511627907	90.3682719546742	81.9209039548023	78.3783783783784	57.8947368421053	77.4390243902439	82.258064516129	92.8176795580111	83.9622641509434	86.1244019138756	77.3722627737226	85.0267379679144	78	80.7106598984772	80	89.0625	67	66.2857142857143	92.2651933701657	94	84.6153846153846	79.1139240506329	89.7058823529412	67.0807453416149	89.8809523809524	88.3720930232558	72.8813559322034	92.0529801324503	59	78.0104712041885	67.7631578947368	80.6122448979592	73.9130434782609	72.992700729927	88	97.6744186046512	69.9248120300752	67.515923566879	82.6666666666667	70.3517587939699	70.3703703703704	98.5401459854015	67.4418604651163	94.9720670391062	65.9863945578231	65.979381443299	74.1379310344828
chr12.129356302.129356476	92.6829268292683	95.959595959596	92	100	95.3125	85.2589641434263	86.3207547169811	81.8181818181818	56.5217391304348	78.0487804878049	67.6100628930818	93.7759336099585	45.4545454545455	98.159509202454	40	64	96.1240310077519	94.8529411764706	97.9351032448378	84.6153846153846	92.8947368421053	49.4047619047619	60.6280193236715	43.3884297520661	52.9411764705882	100	89.7959183673469	100	97.7272727272727	85.1985559566787	25	79.3103448275862	78.8321167883212	69.6055684454756	93.3333333333333	36.5196078431373	88.8888888888889	87.0967741935484	93.0635838150289	45.7446808510638	49.7373029772329	11.7161716171617	80	50	70.8249496981891	23.5507246376812	84.9056603773585	75	94.3037974683544	24.6575342465753	44.8275862068966	0	69.1394658753709	21.9879518072289	81.5165876777251	94.2148760330578	90.625	100	87.4331550802139	62.5	81.6265060240964	31.8339100346021	71.4285714285714	77.893175074184	89.2857142857143	69.3693693693694	87.2093023255814	40.7756813417191	90.4564315352697	91.6666666666667	44.4444444444444	90.9448818897638	57.4585635359116	100	87.6712328767123	94.2477876106195	60.7692307692308	60.6779661016949	40.4761904761905	84.8175182481752	93.5424354243542	11.6666666666667	85.8823529411765	52.0634920634921	53.8461538461538	55.2083333333333	74.1935483870968	73.0769230769231	96.3265306122449	81.25	94.8717948717949	97.0149253731343	52.5	69.3452380952381	78.125	80	95.5223880597015	32.1022727272727	53.7735849056604	96.1538461538462
chr13.57631416.57631504	16.9811320754717	2.29885057471264	2.85714285714286	35.3448275862069	7.92079207920792	9.61538461538461	0	19.5945945945946	1.8348623853211	8.94308943089431	3.44827586206897	1.50375939849624	0	1.70940170940171	0	0	0	0	0	33.3333333333333	50	28.1481481481481	0	9.21052631578947	5.83333333333333	69.4736842105263	25	0	17.8571428571429	0	0	3.92156862745098	13.8888888888889	32.03125	25.4385964912281	0	2.06185567010309	5.66037735849057	3.10077519379845	1.9047619047619	0	0	7.01754385964912	0	0	6.77966101694915	1.0989010989011	0	48.8372093023256	3.88349514563107	0	1.51515151515152	0	0	0	11.7647058823529	0	0	0	12.9310344827586	8.45070422535211	10.2040816326531	0.884955752212389	4.34782608695652	50.4424778761062	0	1.81818181818182	8.84955752212389	38.5542168674699	1.23456790123457	44.8979591836735	0	2.89855072463768	1.38888888888889	1.75438596491228	3.84615384615385	16.504854368932	23.6842105263158	5	23.5849056603774	11.1111111111111	0	0	7.59493670886076	4.81927710843374	0	0	0	59.7701149425287	1.03092783505155	0	0	2.08333333333333	30.2631578947368	0	0	2.40963855421687	8.33333333333333	10.8108108108108	8.47457627118644
chr15.60861613.60861705	89.6774193548387	46.7391304347826	95.8115183246073	73.2954545454545	59.4444444444444	73.5099337748344	29.5081967213115	94.2583732057416	82.6086956521739	61.1111111111111	69.3333333333333	91.005291005291	67.5213675213675	30.4347826086957	96.4646464646465	75.7062146892655	96.4912280701754	80.1369863013699	78.5714285714286	97.2222222222222	62.9411764705882	39.6135265700483	94.7368421052632	42.6751592356688	43.8502673796791	92.2330097087379	16.4383561643836	8.69565217391304	93.1192660550459	19	48	48.314606741573	26.9035532994924	79.8941798941799	15.6862745098039	62.8787878787879	45.5128205128205	64.2335766423358	88.5245901639344	83.8709677419355	18.407960199005	34.2541436464088	54.8076923076923	43.1654676258993	91.7647058823529	96.1722488038278	49.0118577075099	84.5303867403315	92.6174496644295	55.6603773584906	17.3333333333333	69.6969696969697	24.1860465116279	82.741116751269	93.1034482758621	73.4104046242775	42.9487179487179	38.265306122449	60.4651162790698	37.3737373737374	14.975845410628	17.3913043478261	87.1134020618557	39.3333333333333	90	49.7237569060773	41.0628019323672	84	30.6451612903226	97.2850678733032	69	39.1666666666667	90.1840490797546	30.6122448979592	41.9161676646707	91.9642857142857	55.6149732620321	80.1204819277108	68.0952380952381	76.6990291262136	72.3958333333333	53.7313432835821	56.4935064935065	61.5384615384615	28.5714285714286	38.8157894736842	54.5454545454545	50	76.2886597938144	13.265306122449	30.6976744186047	80.6282722513089	54.4444444444444	47.953216374269	32.3671497584541	32.4175824175824	51.063829787234	37.5	29.3577981651376	69.9248120300752
chr16.20037768.20037930	55.2112676056338	40.8945686900958	39.6284829721362	42.9423459244533	60.0502512562814	67.4911660777385	35.7843137254902	70.5223880597015	53.0944625407166	39.7379912663755	46.7692307692308	61.1295681063123	3.28467153284672	69.1780821917808	80.5309734513274	57.2307692307692	96.0227272727273	81.3852813852814	92.8571428571429	59.0476190476191	70.2048417132216	28.1927710843373	47.9768786127168	25.5725190839695	34.1389728096677	96.1139896373057	32.6500732064422	62.7962085308057	46.5408805031447	50	23.3644859813084	38.1856540084388	22.0963172804533	38.0503144654088	43.6619718309859	15.3225806451613	57.3883161512028	56.4912280701754	80.4878048780488	37.3333333333333	7.07395498392283	23.8095238095238	55.1282051282051	17.8571428571429	21.9814241486068	32.2916666666667	24.8299319727891	56.8027210884354	79.6610169491525	29.368029739777	23.7142857142857	7.18954248366013	55.1898734177215	16.2393162393162	17.8683385579937	70.8333333333333	24.4897959183673	57.1875	36.1757105943152	24.812030075188	66.358024691358	25.4132231404959	42.3728813559322	23.3108108108108	70.7581227436823	12.0481927710843	21.9143576826196	24	60.5263157894737	50.1567398119122	10.7798165137615	56.797583081571	59.7667638483965	72.8	37.9746835443038	42.4137931034483	42.8082191780822	80.1186943620178	16.5289256198347	61.4864864864865	83.7837837837838	22.8682170542636	62.3595505617978	36.085626911315	5.23415977961433	46.4163822525597	39.8773006134969	28.0757097791798	69.4505494505494	53.1468531468531	48.9417989417989	70.2842377260982	41.1764705882353	58.4717607973422	16.046511627907	25.2032520325203	82.4451410658307	5.63674321503132	28.7749287749288	54.2274052478134
